Order2020	POAexemptCode	Description
81180	T81.41XS	"Infection following a procedure, superficial incisional surgical site, sequela"
81183	T81.42XD	"Infection following a procedure, deep incisional surgical site, subsequent encounter"
81184	T81.42XS	"Infection following a procedure, deep incisional surgical site, sequela"
81187	T81.43XD	"Infection following a procedure, organ and space surgical site, subsequent encounter"
81188	T81.43XS	"Infection following a procedure, organ and space surgical site, sequela"
81191	T81.44XD	"Sepsis following a procedure, subsequent encounter"
81192	T81.44XS	"Sepsis following a procedure, sequela"
81195	T81.49XD	"Infection following a procedure, other surgical site, subsequent encounter"
81196	T81.49XS	"Infection following a procedure, other surgical site, sequela"
81201	T81.500D	"Unspecified complication of foreign body accidentally left in body following surgical operation, subsequent encounter"
81202	T81.500S	"Unspecified complication of foreign body accidentally left in body following surgical operation, sequela"
81205	T81.501D	"Unspecified complication of foreign body accidentally left in body following infusion or transfusion, subsequent encounter"
81206	T81.501S	"Unspecified complication of foreign body accidentally left in body following infusion or transfusion, sequela"
81209	T81.502D	"Unspecified complication of foreign body accidentally left in body following kidney dialysis, subsequent encounter"
81210	T81.502S	"Unspecified complication of foreign body accidentally left in body following kidney dialysis, sequela"
81213	T81.503D	"Unspecified complication of foreign body accidentally left in body following injection or immunization, subsequent encounter"
81214	T81.503S	"Unspecified complication of foreign body accidentally left in body following injection or immunization, sequela"
81217	T81.504D	"Unspecified complication of foreign body accidentally left in body following endoscopic examination, subsequent encounter"
81218	T81.504S	"Unspecified complication of foreign body accidentally left in body following endoscopic examination, sequela"
81221	T81.505D	"Unspecified complication of foreign body accidentally left in body following heart catheterization, subsequent encounter"
81222	T81.505S	"Unspecified complication of foreign body accidentally left in body following heart catheterization, sequela"
81225	T81.506D	"Unspecified complication of foreign body accidentally left in body following aspiration, puncture or other catheterization, subsequent encounter"
81226	T81.506S	"Unspecified complication of foreign body accidentally left in body following aspiration, puncture or other catheterization, sequela"
81229	T81.507D	"Unspecified complication of foreign body accidentally left in body following removal of catheter or packing, subsequent encounter"
81230	T81.507S	"Unspecified complication of foreign body accidentally left in body following removal of catheter or packing, sequela"
81233	T81.508D	"Unspecified complication of foreign body accidentally left in body following other procedure, subsequent encounter"
81234	T81.508S	"Unspecified complication of foreign body accidentally left in body following other procedure, sequela"
81237	T81.509D	"Unspecified complication of foreign body accidentally left in body following unspecified procedure, subsequent encounter"
81238	T81.509S	"Unspecified complication of foreign body accidentally left in body following unspecified procedure, sequela"
81242	T81.510D	"Adhesions due to foreign body accidentally left in body following surgical operation, subsequent encounter"
81243	T81.510S	"Adhesions due to foreign body accidentally left in body following surgical operation, sequela"
81246	T81.511D	"Adhesions due to foreign body accidentally left in body following infusion or transfusion, subsequent encounter"
81247	T81.511S	"Adhesions due to foreign body accidentally left in body following infusion or transfusion, sequela"
81250	T81.512D	"Adhesions due to foreign body accidentally left in body following kidney dialysis, subsequent encounter"
81251	T81.512S	"Adhesions due to foreign body accidentally left in body following kidney dialysis, sequela"
81254	T81.513D	"Adhesions due to foreign body accidentally left in body following injection or immunization, subsequent encounter"
81255	T81.513S	"Adhesions due to foreign body accidentally left in body following injection or immunization, sequela"
81258	T81.514D	"Adhesions due to foreign body accidentally left in body following endoscopic examination, subsequent encounter"
81259	T81.514S	"Adhesions due to foreign body accidentally left in body following endoscopic examination, sequela"
81262	T81.515D	"Adhesions due to foreign body accidentally left in body following heart catheterization, subsequent encounter"
81263	T81.515S	"Adhesions due to foreign body accidentally left in body following heart catheterization, sequela"
81266	T81.516D	"Adhesions due to foreign body accidentally left in body following aspiration, puncture or other catheterization, subsequent encounter"
81267	T81.516S	"Adhesions due to foreign body accidentally left in body following aspiration, puncture or other catheterization, sequela"
81270	T81.517D	"Adhesions due to foreign body accidentally left in body following removal of catheter or packing, subsequent encounter"
81271	T81.517S	"Adhesions due to foreign body accidentally left in body following removal of catheter or packing, sequela"
81274	T81.518D	"Adhesions due to foreign body accidentally left in body following other procedure, subsequent encounter"
81275	T81.518S	"Adhesions due to foreign body accidentally left in body following other procedure, sequela"
81278	T81.519D	"Adhesions due to foreign body accidentally left in body following unspecified procedure, subsequent encounter"
81279	T81.519S	"Adhesions due to foreign body accidentally left in body following unspecified procedure, sequela"
81283	T81.520D	"Obstruction due to foreign body accidentally left in body following surgical operation, subsequent encounter"
81284	T81.520S	"Obstruction due to foreign body accidentally left in body following surgical operation, sequela"
81287	T81.521D	"Obstruction due to foreign body accidentally left in body following infusion or transfusion, subsequent encounter"
81288	T81.521S	"Obstruction due to foreign body accidentally left in body following infusion or transfusion, sequela"
81291	T81.522D	"Obstruction due to foreign body accidentally left in body following kidney dialysis, subsequent encounter"
81292	T81.522S	"Obstruction due to foreign body accidentally left in body following kidney dialysis, sequela"
81295	T81.523D	"Obstruction due to foreign body accidentally left in body following injection or immunization, subsequent encounter"
81296	T81.523S	"Obstruction due to foreign body accidentally left in body following injection or immunization, sequela"
81299	T81.524D	"Obstruction due to foreign body accidentally left in body following endoscopic examination, subsequent encounter"
81300	T81.524S	"Obstruction due to foreign body accidentally left in body following endoscopic examination, sequela"
81303	T81.525D	"Obstruction due to foreign body accidentally left in body following heart catheterization, subsequent encounter"
81304	T81.525S	"Obstruction due to foreign body accidentally left in body following heart catheterization, sequela"
81307	T81.526D	"Obstruction due to foreign body accidentally left in body following aspiration, puncture or other catheterization, subsequent encounter"
81308	T81.526S	"Obstruction due to foreign body accidentally left in body following aspiration, puncture or other catheterization, sequela"
81311	T81.527D	"Obstruction due to foreign body accidentally left in body following removal of catheter or packing, subsequent encounter"
81312	T81.527S	"Obstruction due to foreign body accidentally left in body following removal of catheter or packing, sequela"
81315	T81.528D	"Obstruction due to foreign body accidentally left in body following other procedure, subsequent encounter"
81316	T81.528S	"Obstruction due to foreign body accidentally left in body following other procedure, sequela"
81319	T81.529D	"Obstruction due to foreign body accidentally left in body following unspecified procedure, subsequent encounter"
81320	T81.529S	"Obstruction due to foreign body accidentally left in body following unspecified procedure, sequela"
81324	T81.530D	"Perforation due to foreign body accidentally left in body following surgical operation, subsequent encounter"
81325	T81.530S	"Perforation due to foreign body accidentally left in body following surgical operation, sequela"
81328	T81.531D	"Perforation due to foreign body accidentally left in body following infusion or transfusion, subsequent encounter"
81329	T81.531S	"Perforation due to foreign body accidentally left in body following infusion or transfusion, sequela"
81332	T81.532D	"Perforation due to foreign body accidentally left in body following kidney dialysis, subsequent encounter"
81333	T81.532S	"Perforation due to foreign body accidentally left in body following kidney dialysis, sequela"
81336	T81.533D	"Perforation due to foreign body accidentally left in body following injection or immunization, subsequent encounter"
81337	T81.533S	"Perforation due to foreign body accidentally left in body following injection or immunization, sequela"
81340	T81.534D	"Perforation due to foreign body accidentally left in body following endoscopic examination, subsequent encounter"
81341	T81.534S	"Perforation due to foreign body accidentally left in body following endoscopic examination, sequela"
81344	T81.535D	"Perforation due to foreign body accidentally left in body following heart catheterization, subsequent encounter"
81345	T81.535S	"Perforation due to foreign body accidentally left in body following heart catheterization, sequela"
81348	T81.536D	"Perforation due to foreign body accidentally left in body following aspiration, puncture or other catheterization, subsequent encounter"
81349	T81.536S	"Perforation due to foreign body accidentally left in body following aspiration, puncture or other catheterization, sequela"
81352	T81.537D	"Perforation due to foreign body accidentally left in body following removal of catheter or packing, subsequent encounter"
81353	T81.537S	"Perforation due to foreign body accidentally left in body following removal of catheter or packing, sequela"
81356	T81.538D	"Perforation due to foreign body accidentally left in body following other procedure, subsequent encounter"
81357	T81.538S	"Perforation due to foreign body accidentally left in body following other procedure, sequela"
81360	T81.539D	"Perforation due to foreign body accidentally left in body following unspecified procedure, subsequent encounter"
81361	T81.539S	"Perforation due to foreign body accidentally left in body following unspecified procedure, sequela"
81365	T81.590D	"Other complications of foreign body accidentally left in body following surgical operation, subsequent encounter"
81366	T81.590S	"Other complications of foreign body accidentally left in body following surgical operation, sequela"
81369	T81.591D	"Other complications of foreign body accidentally left in body following infusion or transfusion, subsequent encounter"
81370	T81.591S	"Other complications of foreign body accidentally left in body following infusion or transfusion, sequela"
81373	T81.592D	"Other complications of foreign body accidentally left in body following kidney dialysis, subsequent encounter"
81374	T81.592S	"Other complications of foreign body accidentally left in body following kidney dialysis, sequela"
81377	T81.593D	"Other complications of foreign body accidentally left in body following injection or immunization, subsequent encounter"
81378	T81.593S	"Other complications of foreign body accidentally left in body following injection or immunization, sequela"
81381	T81.594D	"Other complications of foreign body accidentally left in body following endoscopic examination, subsequent encounter"
81382	T81.594S	"Other complications of foreign body accidentally left in body following endoscopic examination, sequela"
81385	T81.595D	"Other complications of foreign body accidentally left in body following heart catheterization, subsequent encounter"
81386	T81.595S	"Other complications of foreign body accidentally left in body following heart catheterization, sequela"
81389	T81.596D	"Other complications of foreign body accidentally left in body following aspiration, puncture or other catheterization, subsequent encounter"
81390	T81.596S	"Other complications of foreign body accidentally left in body following aspiration, puncture or other catheterization, sequela"
81393	T81.597D	"Other complications of foreign body accidentally left in body following removal of catheter or packing, subsequent encounter"
81394	T81.597S	"Other complications of foreign body accidentally left in body following removal of catheter or packing, sequela"
81397	T81.598D	"Other complications of foreign body accidentally left in body following other procedure, subsequent encounter"
81398	T81.598S	"Other complications of foreign body accidentally left in body following other procedure, sequela"
81401	T81.599D	"Other complications of foreign body accidentally left in body following unspecified procedure, subsequent encounter"
81402	T81.599S	"Other complications of foreign body accidentally left in body following unspecified procedure, sequela"
81406	T81.60XD	"Unspecified acute reaction to foreign substance accidentally left during a procedure, subsequent encounter"
81407	T81.60XS	"Unspecified acute reaction to foreign substance accidentally left during a procedure, sequela"
81410	T81.61XD	"Aseptic peritonitis due to foreign substance accidentally left during a procedure, subsequent encounter"
81411	T81.61XS	"Aseptic peritonitis due to foreign substance accidentally left during a procedure, sequela"
81414	T81.69XD	"Other acute reaction to foreign substance accidentally left during a procedure, subsequent encounter"
81415	T81.69XS	"Other acute reaction to foreign substance accidentally left during a procedure, sequela"
81420	T81.710D	"Complication of mesenteric artery following a procedure, not elsewhere classified, subsequent encounter"
81421	T81.710S	"Complication of mesenteric artery following a procedure, not elsewhere classified, sequela"
81424	T81.711D	"Complication of renal artery following a procedure, not elsewhere classified, subsequent encounter"
81425	T81.711S	"Complication of renal artery following a procedure, not elsewhere classified, sequela"
81428	T81.718D	"Complication of other artery following a procedure, not elsewhere classified, subsequent encounter"
81429	T81.718S	"Complication of other artery following a procedure, not elsewhere classified, sequela"
81432	T81.719D	"Complication of unspecified artery following a procedure, not elsewhere classified, subsequent encounter"
81433	T81.719S	"Complication of unspecified artery following a procedure, not elsewhere classified, sequela"
81436	T81.72XD	"Complication of vein following a procedure, not elsewhere classified, subsequent encounter"
81437	T81.72XS	"Complication of vein following a procedure, not elsewhere classified, sequela"
81441	T81.81XD	"Complication of inhalation therapy, subsequent encounter"
81442	T81.81XS	"Complication of inhalation therapy, sequela"
81445	T81.82XD	"Emphysema (subcutaneous) resulting from a procedure, subsequent encounter"
81446	T81.82XS	"Emphysema (subcutaneous) resulting from a procedure, sequela"
81449	T81.83XD	"Persistent postprocedural fistula, subsequent encounter"
81450	T81.83XS	"Persistent postprocedural fistula, sequela"
81453	T81.89XD	"Other complications of procedures, not elsewhere classified, subsequent encounter"
81454	T81.89XS	"Other complications of procedures, not elsewhere classified, sequela"
81457	T81.9XXD	"Unspecified complication of procedure, subsequent encounter"
81458	T81.9XXS	"Unspecified complication of procedure, sequela"
81463	T82.01XD	"Breakdown (mechanical) of heart valve prosthesis, subsequent encounter"
81464	T82.01XS	"Breakdown (mechanical) of heart valve prosthesis, sequela"
81467	T82.02XD	"Displacement of heart valve prosthesis, subsequent encounter"
81468	T82.02XS	"Displacement of heart valve prosthesis, sequela"
81471	T82.03XD	"Leakage of heart valve prosthesis, subsequent encounter"
81472	T82.03XS	"Leakage of heart valve prosthesis, sequela"
81475	T82.09XD	"Other mechanical complication of heart valve prosthesis, subsequent encounter"
81476	T82.09XS	"Other mechanical complication of heart valve prosthesis, sequela"
81481	T82.110D	"Breakdown (mechanical) of cardiac electrode, subsequent encounter"
81482	T82.110S	"Breakdown (mechanical) of cardiac electrode, sequela"
81485	T82.111D	"Breakdown (mechanical) of cardiac pulse generator (battery), subsequent encounter"
81486	T82.111S	"Breakdown (mechanical) of cardiac pulse generator (battery), sequela"
81489	T82.118D	"Breakdown (mechanical) of other cardiac electronic device, subsequent encounter"
81490	T82.118S	"Breakdown (mechanical) of other cardiac electronic device, sequela"
81493	T82.119D	"Breakdown (mechanical) of unspecified cardiac electronic device, subsequent encounter"
81494	T82.119S	"Breakdown (mechanical) of unspecified cardiac electronic device, sequela"
81498	T82.120D	"Displacement of cardiac electrode, subsequent encounter"
81499	T82.120S	"Displacement of cardiac electrode, sequela"
81502	T82.121D	"Displacement of cardiac pulse generator (battery), subsequent encounter"
81503	T82.121S	"Displacement of cardiac pulse generator (battery), sequela"
81506	T82.128D	"Displacement of other cardiac electronic device, subsequent encounter"
81507	T82.128S	"Displacement of other cardiac electronic device, sequela"
81510	T82.129D	"Displacement of unspecified cardiac electronic device, subsequent encounter"
81511	T82.129S	"Displacement of unspecified cardiac electronic device, sequela"
81515	T82.190D	"Other mechanical complication of cardiac electrode, subsequent encounter"
81516	T82.190S	"Other mechanical complication of cardiac electrode, sequela"
81519	T82.191D	"Other mechanical complication of cardiac pulse generator (battery), subsequent encounter"
81520	T82.191S	"Other mechanical complication of cardiac pulse generator (battery), sequela"
81523	T82.198D	"Other mechanical complication of other cardiac electronic device, subsequent encounter"
81524	T82.198S	"Other mechanical complication of other cardiac electronic device, sequela"
81527	T82.199D	"Other mechanical complication of unspecified cardiac device, subsequent encounter"
81528	T82.199S	"Other mechanical complication of unspecified cardiac device, sequela"
81533	T82.211D	"Breakdown (mechanical) of coronary artery bypass graft, subsequent encounter"
81534	T82.211S	"Breakdown (mechanical) of coronary artery bypass graft, sequela"
81537	T82.212D	"Displacement of coronary artery bypass graft, subsequent encounter"
81538	T82.212S	"Displacement of coronary artery bypass graft, sequela"
81541	T82.213D	"Leakage of coronary artery bypass graft, subsequent encounter"
81542	T82.213S	"Leakage of coronary artery bypass graft, sequela"
81545	T82.218D	"Other mechanical complication of coronary artery bypass graft, subsequent encounter"
81546	T82.218S	"Other mechanical complication of coronary artery bypass graft, sequela"
81550	T82.221D	"Breakdown (mechanical) of biological heart valve graft, subsequent encounter"
81551	T82.221S	"Breakdown (mechanical) of biological heart valve graft, sequela"
81554	T82.222D	"Displacement of biological heart valve graft, subsequent encounter"
81555	T82.222S	"Displacement of biological heart valve graft, sequela"
81558	T82.223D	"Leakage of biological heart valve graft, subsequent encounter"
81559	T82.223S	"Leakage of biological heart valve graft, sequela"
81562	T82.228D	"Other mechanical complication of biological heart valve graft, subsequent encounter"
81563	T82.228S	"Other mechanical complication of biological heart valve graft, sequela"
81568	T82.310D	"Breakdown (mechanical) of aortic (bifurcation) graft (replacement), subsequent encounter"
81569	T82.310S	"Breakdown (mechanical) of aortic (bifurcation) graft (replacement), sequela"
81572	T82.311D	"Breakdown (mechanical) of carotid arterial graft (bypass), subsequent encounter"
81573	T82.311S	"Breakdown (mechanical) of carotid arterial graft (bypass), sequela"
81576	T82.312D	"Breakdown (mechanical) of femoral arterial graft (bypass), subsequent encounter"
81577	T82.312S	"Breakdown (mechanical) of femoral arterial graft (bypass), sequela"
81580	T82.318D	"Breakdown (mechanical) of other vascular grafts, subsequent encounter"
81581	T82.318S	"Breakdown (mechanical) of other vascular grafts, sequela"
81584	T82.319D	"Breakdown (mechanical) of unspecified vascular grafts, subsequent encounter"
81585	T82.319S	"Breakdown (mechanical) of unspecified vascular grafts, sequela"
81589	T82.320D	"Displacement of aortic (bifurcation) graft (replacement), subsequent encounter"
81590	T82.320S	"Displacement of aortic (bifurcation) graft (replacement), sequela"
81593	T82.321D	"Displacement of carotid arterial graft (bypass), subsequent encounter"
81594	T82.321S	"Displacement of carotid arterial graft (bypass), sequela"
81597	T82.322D	"Displacement of femoral arterial graft (bypass), subsequent encounter"
81598	T82.322S	"Displacement of femoral arterial graft (bypass), sequela"
81601	T82.328D	"Displacement of other vascular grafts, subsequent encounter"
81602	T82.328S	"Displacement of other vascular grafts, sequela"
81605	T82.329D	"Displacement of unspecified vascular grafts, subsequent encounter"
81606	T82.329S	"Displacement of unspecified vascular grafts, sequela"
81610	T82.330D	"Leakage of aortic (bifurcation) graft (replacement), subsequent encounter"
81611	T82.330S	"Leakage of aortic (bifurcation) graft (replacement), sequela"
81614	T82.331D	"Leakage of carotid arterial graft (bypass), subsequent encounter"
81615	T82.331S	"Leakage of carotid arterial graft (bypass), sequela"
81618	T82.332D	"Leakage of femoral arterial graft (bypass), subsequent encounter"
81619	T82.332S	"Leakage of femoral arterial graft (bypass), sequela"
81622	T82.338D	"Leakage of other vascular grafts, subsequent encounter"
81623	T82.338S	"Leakage of other vascular grafts, sequela"
81626	T82.339D	"Leakage of unspecified vascular graft, subsequent encounter"
81627	T82.339S	"Leakage of unspecified vascular graft, sequela"
81631	T82.390D	"Other mechanical complication of aortic (bifurcation) graft (replacement), subsequent encounter"
81632	T82.390S	"Other mechanical complication of aortic (bifurcation) graft (replacement), sequela"
81635	T82.391D	"Other mechanical complication of carotid arterial graft (bypass), subsequent encounter"
81636	T82.391S	"Other mechanical complication of carotid arterial graft (bypass), sequela"
81639	T82.392D	"Other mechanical complication of femoral arterial graft (bypass), subsequent encounter"
81640	T82.392S	"Other mechanical complication of femoral arterial graft (bypass), sequela"
81643	T82.398D	"Other mechanical complication of other vascular grafts, subsequent encounter"
81644	T82.398S	"Other mechanical complication of other vascular grafts, sequela"
81647	T82.399D	"Other mechanical complication of unspecified vascular grafts, subsequent encounter"
81648	T82.399S	"Other mechanical complication of unspecified vascular grafts, sequela"
81652	T82.41XD	"Breakdown (mechanical) of vascular dialysis catheter, subsequent encounter"
81653	T82.41XS	"Breakdown (mechanical) of vascular dialysis catheter, sequela"
81656	T82.42XD	"Displacement of vascular dialysis catheter, subsequent encounter"
81657	T82.42XS	"Displacement of vascular dialysis catheter, sequela"
81660	T82.43XD	"Leakage of vascular dialysis catheter, subsequent encounter"
81661	T82.43XS	"Leakage of vascular dialysis catheter, sequela"
81664	T82.49XD	"Other complication of vascular dialysis catheter, subsequent encounter"
81665	T82.49XS	"Other complication of vascular dialysis catheter, sequela"
81670	T82.510D	"Breakdown (mechanical) of surgically created arteriovenous fistula, subsequent encounter"
81671	T82.510S	"Breakdown (mechanical) of surgically created arteriovenous fistula, sequela"
81674	T82.511D	"Breakdown (mechanical) of surgically created arteriovenous shunt, subsequent encounter"
81675	T82.511S	"Breakdown (mechanical) of surgically created arteriovenous shunt, sequela"
81678	T82.512D	"Breakdown (mechanical) of artificial heart, subsequent encounter"
81679	T82.512S	"Breakdown (mechanical) of artificial heart, sequela"
81682	T82.513D	"Breakdown (mechanical) of balloon (counterpulsation) device, subsequent encounter"
81683	T82.513S	"Breakdown (mechanical) of balloon (counterpulsation) device, sequela"
81686	T82.514D	"Breakdown (mechanical) of infusion catheter, subsequent encounter"
81687	T82.514S	"Breakdown (mechanical) of infusion catheter, sequela"
81690	T82.515D	"Breakdown (mechanical) of umbrella device, subsequent encounter"
81691	T82.515S	"Breakdown (mechanical) of umbrella device, sequela"
81694	T82.518D	"Breakdown (mechanical) of other cardiac and vascular devices and implants, subsequent encounter"
81695	T82.518S	"Breakdown (mechanical) of other cardiac and vascular devices and implants, sequela"
81698	T82.519D	"Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, subsequent encounter"
81699	T82.519S	"Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, sequela"
81703	T82.520D	"Displacement of surgically created arteriovenous fistula, subsequent encounter"
81704	T82.520S	"Displacement of surgically created arteriovenous fistula, sequela"
81707	T82.521D	"Displacement of surgically created arteriovenous shunt, subsequent encounter"
81708	T82.521S	"Displacement of surgically created arteriovenous shunt, sequela"
81711	T82.522D	"Displacement of artificial heart, subsequent encounter"
81712	T82.522S	"Displacement of artificial heart, sequela"
81715	T82.523D	"Displacement of balloon (counterpulsation) device, subsequent encounter"
81716	T82.523S	"Displacement of balloon (counterpulsation) device, sequela"
81719	T82.524D	"Displacement of infusion catheter, subsequent encounter"
81720	T82.524S	"Displacement of infusion catheter, sequela"
81723	T82.525D	"Displacement of umbrella device, subsequent encounter"
81724	T82.525S	"Displacement of umbrella device, sequela"
81727	T82.528D	"Displacement of other cardiac and vascular devices and implants, subsequent encounter"
81728	T82.528S	"Displacement of other cardiac and vascular devices and implants, sequela"
81731	T82.529D	"Displacement of unspecified cardiac and vascular devices and implants, subsequent encounter"
81732	T82.529S	"Displacement of unspecified cardiac and vascular devices and implants, sequela"
81736	T82.530D	"Leakage of surgically created arteriovenous fistula, subsequent encounter"
81737	T82.530S	"Leakage of surgically created arteriovenous fistula, sequela"
81740	T82.531D	"Leakage of surgically created arteriovenous shunt, subsequent encounter"
81741	T82.531S	"Leakage of surgically created arteriovenous shunt, sequela"
81744	T82.532D	"Leakage of artificial heart, subsequent encounter"
81745	T82.532S	"Leakage of artificial heart, sequela"
81748	T82.533D	"Leakage of balloon (counterpulsation) device, subsequent encounter"
81749	T82.533S	"Leakage of balloon (counterpulsation) device, sequela"
81752	T82.534D	"Leakage of infusion catheter, subsequent encounter"
81753	T82.534S	"Leakage of infusion catheter, sequela"
81756	T82.535D	"Leakage of umbrella device, subsequent encounter"
81757	T82.535S	"Leakage of umbrella device, sequela"
81760	T82.538D	"Leakage of other cardiac and vascular devices and implants, subsequent encounter"
81761	T82.538S	"Leakage of other cardiac and vascular devices and implants, sequela"
81764	T82.539D	"Leakage of unspecified cardiac and vascular devices and implants, subsequent encounter"
81765	T82.539S	"Leakage of unspecified cardiac and vascular devices and implants, sequela"
81769	T82.590D	"Other mechanical complication of surgically created arteriovenous fistula, subsequent encounter"
81770	T82.590S	"Other mechanical complication of surgically created arteriovenous fistula, sequela"
81773	T82.591D	"Other mechanical complication of surgically created arteriovenous shunt, subsequent encounter"
81774	T82.591S	"Other mechanical complication of surgically created arteriovenous shunt, sequela"
81777	T82.592D	"Other mechanical complication of artificial heart, subsequent encounter"
81778	T82.592S	"Other mechanical complication of artificial heart, sequela"
81781	T82.593D	"Other mechanical complication of balloon (counterpulsation) device, subsequent encounter"
81782	T82.593S	"Other mechanical complication of balloon (counterpulsation) device, sequela"
81785	T82.594D	"Other mechanical complication of infusion catheter, subsequent encounter"
81786	T82.594S	"Other mechanical complication of infusion catheter, sequela"
81789	T82.595D	"Other mechanical complication of umbrella device, subsequent encounter"
81790	T82.595S	"Other mechanical complication of umbrella device, sequela"
81793	T82.598D	"Other mechanical complication of other cardiac and vascular devices and implants, subsequent encounter"
81794	T82.598S	"Other mechanical complication of other cardiac and vascular devices and implants, sequela"
81797	T82.599D	"Other mechanical complication of unspecified cardiac and vascular devices and implants, subsequent encounter"
81798	T82.599S	"Other mechanical complication of unspecified cardiac and vascular devices and implants, sequela"
81801	T82.6XXD	"Infection and inflammatory reaction due to cardiac valve prosthesis, subsequent encounter"
81802	T82.6XXS	"Infection and inflammatory reaction due to cardiac valve prosthesis, sequela"
81805	T82.7XXD	"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, subsequent encounter"
81806	T82.7XXS	"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, sequela"
81811	T82.817D	"Embolism due to cardiac prosthetic devices, implants and grafts, subsequent encounter"
81812	T82.817S	"Embolism due to cardiac prosthetic devices, implants and grafts, sequela"
81815	T82.818D	"Embolism due to vascular prosthetic devices, implants and grafts, subsequent encounter"
81816	T82.818S	"Embolism due to vascular prosthetic devices, implants and grafts, sequela"
81820	T82.827D	"Fibrosis due to cardiac prosthetic devices, implants and grafts, subsequent encounter"
81821	T82.827S	"Fibrosis due to cardiac prosthetic devices, implants and grafts, sequela"
81824	T82.828D	"Fibrosis due to vascular prosthetic devices, implants and grafts, subsequent encounter"
81825	T82.828S	"Fibrosis due to vascular prosthetic devices, implants and grafts, sequela"
81829	T82.837D	"Hemorrhage due to cardiac prosthetic devices, implants and grafts, subsequent encounter"
81830	T82.837S	"Hemorrhage due to cardiac prosthetic devices, implants and grafts, sequela"
81833	T82.838D	"Hemorrhage due to vascular prosthetic devices, implants and grafts, subsequent encounter"
81834	T82.838S	"Hemorrhage due to vascular prosthetic devices, implants and grafts, sequela"
81838	T82.847D	"Pain due to cardiac prosthetic devices, implants and grafts, subsequent encounter"
81839	T82.847S	"Pain due to cardiac prosthetic devices, implants and grafts, sequela"
81842	T82.848D	"Pain due to vascular prosthetic devices, implants and grafts, subsequent encounter"
81843	T82.848S	"Pain due to vascular prosthetic devices, implants and grafts, sequela"
81847	T82.855D	"Stenosis of coronary artery stent, subsequent encounter"
81848	T82.855S	"Stenosis of coronary artery stent, sequela"
81851	T82.856D	"Stenosis of peripheral vascular stent, subsequent encounter"
81852	T82.856S	"Stenosis of peripheral vascular stent, sequela"
81855	T82.857D	"Stenosis of other cardiac prosthetic devices, implants and grafts, subsequent encounter"
81856	T82.857S	"Stenosis of other cardiac prosthetic devices, implants and grafts, sequela"
81859	T82.858D	"Stenosis of other vascular prosthetic devices, implants and grafts, subsequent encounter"
81860	T82.858S	"Stenosis of other vascular prosthetic devices, implants and grafts, sequela"
81864	T82.867D	"Thrombosis due to cardiac prosthetic devices, implants and grafts, subsequent encounter"
81865	T82.867S	"Thrombosis due to cardiac prosthetic devices, implants and grafts, sequela"
81868	T82.868D	"Thrombosis due to vascular prosthetic devices, implants and grafts, subsequent encounter"
81869	T82.868S	"Thrombosis due to vascular prosthetic devices, implants and grafts, sequela"
81873	T82.897D	"Other specified complication of cardiac prosthetic devices, implants and grafts, subsequent encounter"
81874	T82.897S	"Other specified complication of cardiac prosthetic devices, implants and grafts, sequela"
81877	T82.898D	"Other specified complication of vascular prosthetic devices, implants and grafts, subsequent encounter"
81878	T82.898S	"Other specified complication of vascular prosthetic devices, implants and grafts, sequela"
81881	T82.9XXD	"Unspecified complication of cardiac and vascular prosthetic device, implant and graft, subsequent encounter"
81882	T82.9XXS	"Unspecified complication of cardiac and vascular prosthetic device, implant and graft, sequela"
81888	T83.010D	"Breakdown (mechanical) of cystostomy catheter, subsequent encounter"
81889	T83.010S	"Breakdown (mechanical) of cystostomy catheter, sequela"
81892	T83.011D	"Breakdown (mechanical) of indwelling urethral catheter, subsequent encounter"
81893	T83.011S	"Breakdown (mechanical) of indwelling urethral catheter, sequela"
81896	T83.012D	"Breakdown (mechanical) of nephrostomy catheter, subsequent encounter"
81897	T83.012S	"Breakdown (mechanical) of nephrostomy catheter, sequela"
81900	T83.018D	"Breakdown (mechanical) of other urinary catheter, subsequent encounter"
81901	T83.018S	"Breakdown (mechanical) of other urinary catheter, sequela"
81905	T83.020D	"Displacement of cystostomy catheter, subsequent encounter"
81906	T83.020S	"Displacement of cystostomy catheter, sequela"
81909	T83.021D	"Displacement of indwelling urethral catheter, subsequent encounter"
81910	T83.021S	"Displacement of indwelling urethral catheter, sequela"
81913	T83.022D	"Displacement of nephrostomy catheter, subsequent encounter"
81914	T83.022S	"Displacement of nephrostomy catheter, sequela"
81917	T83.028D	"Displacement of other urinary catheter, subsequent encounter"
81918	T83.028S	"Displacement of other urinary catheter, sequela"
81922	T83.030D	"Leakage of cystostomy catheter, subsequent encounter"
81923	T83.030S	"Leakage of cystostomy catheter, sequela"
81926	T83.031D	"Leakage of indwelling urethral catheter, subsequent encounter"
81927	T83.031S	"Leakage of indwelling urethral catheter, sequela"
81930	T83.032D	"Leakage of nephrostomy catheter, subsequent encounter"
81931	T83.032S	"Leakage of nephrostomy catheter, sequela"
81934	T83.038D	"Leakage of other urinary catheter, subsequent encounter"
81935	T83.038S	"Leakage of other urinary catheter, sequela"
81939	T83.090D	"Other mechanical complication of cystostomy catheter, subsequent encounter"
