Order2017	POAexemptCode	Description
90697	Y35.91XD	"Legal intervention, means unspecified, law enforcement official injured, subsequent encounter"
90698	Y35.91XS	"Legal intervention, means unspecified, law enforcement official injured, sequela"
90701	Y35.92XD	"Legal intervention, means unspecified, bystander injured, subsequent encounter"
90702	Y35.92XS	"Legal intervention, means unspecified, bystander injured, sequela"
90705	Y35.93XD	"Legal intervention, means unspecified, suspect injured, subsequent encounter"
90706	Y35.93XS	"Legal intervention, means unspecified, suspect injured, sequela"
90711	Y36.000A	"War operations involving explosion of unspecified marine weapon, military personnel, initial encounter"
90712	Y36.000D	"War operations involving explosion of unspecified marine weapon, military personnel, subsequent encounter"
90713	Y36.000S	"War operations involving explosion of unspecified marine weapon, military personnel, sequela"
90715	Y36.001A	"War operations involving explosion of unspecified marine weapon, civilian, initial encounter"
90716	Y36.001D	"War operations involving explosion of unspecified marine weapon, civilian, subsequent encounter"
90717	Y36.001S	"War operations involving explosion of unspecified marine weapon, civilian, sequela"
90720	Y36.010A	"War operations involving explosion of depth-charge, military personnel, initial encounter"
90721	Y36.010D	"War operations involving explosion of depth-charge, military personnel, subsequent encounter"
90722	Y36.010S	"War operations involving explosion of depth-charge, military personnel, sequela"
90724	Y36.011A	"War operations involving explosion of depth-charge, civilian, initial encounter"
90725	Y36.011D	"War operations involving explosion of depth-charge, civilian, subsequent encounter"
90726	Y36.011S	"War operations involving explosion of depth-charge, civilian, sequela"
90729	Y36.020A	"War operations involving explosion of marine mine, military personnel, initial encounter"
90730	Y36.020D	"War operations involving explosion of marine mine, military personnel, subsequent encounter"
90731	Y36.020S	"War operations involving explosion of marine mine, military personnel, sequela"
90733	Y36.021A	"War operations involving explosion of marine mine, civilian, initial encounter"
90734	Y36.021D	"War operations involving explosion of marine mine, civilian, subsequent encounter"
90735	Y36.021S	"War operations involving explosion of marine mine, civilian, sequela"
90738	Y36.030A	"War operations involving explosion of sea-based artillery shell, military personnel, initial encounter"
90739	Y36.030D	"War operations involving explosion of sea-based artillery shell, military personnel, subsequent encounter"
90740	Y36.030S	"War operations involving explosion of sea-based artillery shell, military personnel, sequela"
90742	Y36.031A	"War operations involving explosion of sea-based artillery shell, civilian, initial encounter"
90743	Y36.031D	"War operations involving explosion of sea-based artillery shell, civilian, subsequent encounter"
90744	Y36.031S	"War operations involving explosion of sea-based artillery shell, civilian, sequela"
90747	Y36.040A	"War operations involving explosion of torpedo, military personnel, initial encounter"
90748	Y36.040D	"War operations involving explosion of torpedo, military personnel, subsequent encounter"
90749	Y36.040S	"War operations involving explosion of torpedo, military personnel, sequela"
90751	Y36.041A	"War operations involving explosion of torpedo, civilian, initial encounter"
90752	Y36.041D	"War operations involving explosion of torpedo, civilian, subsequent encounter"
90753	Y36.041S	"War operations involving explosion of torpedo, civilian, sequela"
90756	Y36.050A	"War operations involving accidental detonation of onboard marine weapons, military personnel, initial encounter"
90757	Y36.050D	"War operations involving accidental detonation of onboard marine weapons, military personnel, subsequent encounter"
90758	Y36.050S	"War operations involving accidental detonation of onboard marine weapons, military personnel, sequela"
90760	Y36.051A	"War operations involving accidental detonation of onboard marine weapons, civilian, initial encounter"
90761	Y36.051D	"War operations involving accidental detonation of onboard marine weapons, civilian, subsequent encounter"
90762	Y36.051S	"War operations involving accidental detonation of onboard marine weapons, civilian, sequela"
90765	Y36.090A	"War operations involving explosion of other marine weapons, military personnel, initial encounter"
90766	Y36.090D	"War operations involving explosion of other marine weapons, military personnel, subsequent encounter"
90767	Y36.090S	"War operations involving explosion of other marine weapons, military personnel, sequela"
90769	Y36.091A	"War operations involving explosion of other marine weapons, civilian, initial encounter"
90770	Y36.091D	"War operations involving explosion of other marine weapons, civilian, subsequent encounter"
90771	Y36.091S	"War operations involving explosion of other marine weapons, civilian, sequela"
90775	Y36.100A	"War operations involving unspecified destruction of aircraft, military personnel, initial encounter"
90776	Y36.100D	"War operations involving unspecified destruction of aircraft, military personnel, subsequent encounter"
90777	Y36.100S	"War operations involving unspecified destruction of aircraft, military personnel, sequela"
90779	Y36.101A	"War operations involving unspecified destruction of aircraft, civilian, initial encounter"
90780	Y36.101D	"War operations involving unspecified destruction of aircraft, civilian, subsequent encounter"
90781	Y36.101S	"War operations involving unspecified destruction of aircraft, civilian, sequela"
90784	Y36.110A	"War operations involving destruction of aircraft due to enemy fire or explosives, military personnel, initial encounter"
90785	Y36.110D	"War operations involving destruction of aircraft due to enemy fire or explosives, military personnel, subsequent encounter"
90786	Y36.110S	"War operations involving destruction of aircraft due to enemy fire or explosives, military personnel, sequela"
90788	Y36.111A	"War operations involving destruction of aircraft due to enemy fire or explosives, civilian, initial encounter"
90789	Y36.111D	"War operations involving destruction of aircraft due to enemy fire or explosives, civilian, subsequent encounter"
90790	Y36.111S	"War operations involving destruction of aircraft due to enemy fire or explosives, civilian, sequela"
90793	Y36.120A	"War operations involving destruction of aircraft due to collision with other aircraft, military personnel, initial encounter"
90794	Y36.120D	"War operations involving destruction of aircraft due to collision with other aircraft, military personnel, subsequent encounter"
90795	Y36.120S	"War operations involving destruction of aircraft due to collision with other aircraft, military personnel, sequela"
90797	Y36.121A	"War operations involving destruction of aircraft due to collision with other aircraft, civilian, initial encounter"
90798	Y36.121D	"War operations involving destruction of aircraft due to collision with other aircraft, civilian, subsequent encounter"
90799	Y36.121S	"War operations involving destruction of aircraft due to collision with other aircraft, civilian, sequela"
90802	Y36.130A	"War operations involving destruction of aircraft due to onboard fire, military personnel, initial encounter"
90803	Y36.130D	"War operations involving destruction of aircraft due to onboard fire, military personnel, subsequent encounter"
90804	Y36.130S	"War operations involving destruction of aircraft due to onboard fire, military personnel, sequela"
90806	Y36.131A	"War operations involving destruction of aircraft due to onboard fire, civilian, initial encounter"
90807	Y36.131D	"War operations involving destruction of aircraft due to onboard fire, civilian, subsequent encounter"
90808	Y36.131S	"War operations involving destruction of aircraft due to onboard fire, civilian, sequela"
90811	Y36.140A	"War operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, military personnel, initial encounter"
90812	Y36.140D	"War operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, military personnel, subsequent encounter"
90813	Y36.140S	"War operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, military personnel, sequela"
90815	Y36.141A	"War operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, civilian, initial encounter"
90816	Y36.141D	"War operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, civilian, subsequent encounter"
90817	Y36.141S	"War operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, civilian, sequela"
90820	Y36.190A	"War operations involving other destruction of aircraft, military personnel, initial encounter"
90821	Y36.190D	"War operations involving other destruction of aircraft, military personnel, subsequent encounter"
90822	Y36.190S	"War operations involving other destruction of aircraft, military personnel, sequela"
90824	Y36.191A	"War operations involving other destruction of aircraft, civilian, initial encounter"
90825	Y36.191D	"War operations involving other destruction of aircraft, civilian, subsequent encounter"
90826	Y36.191S	"War operations involving other destruction of aircraft, civilian, sequela"
90830	Y36.200A	"War operations involving unspecified explosion and fragments, military personnel, initial encounter"
90831	Y36.200D	"War operations involving unspecified explosion and fragments, military personnel, subsequent encounter"
90832	Y36.200S	"War operations involving unspecified explosion and fragments, military personnel, sequela"
90834	Y36.201A	"War operations involving unspecified explosion and fragments, civilian, initial encounter"
90835	Y36.201D	"War operations involving unspecified explosion and fragments, civilian, subsequent encounter"
90836	Y36.201S	"War operations involving unspecified explosion and fragments, civilian, sequela"
90839	Y36.210A	"War operations involving explosion of aerial bomb, military personnel, initial encounter"
90840	Y36.210D	"War operations involving explosion of aerial bomb, military personnel, subsequent encounter"
90841	Y36.210S	"War operations involving explosion of aerial bomb, military personnel, sequela"
90843	Y36.211A	"War operations involving explosion of aerial bomb, civilian, initial encounter"
90844	Y36.211D	"War operations involving explosion of aerial bomb, civilian, subsequent encounter"
90845	Y36.211S	"War operations involving explosion of aerial bomb, civilian, sequela"
90848	Y36.220A	"War operations involving explosion of guided missile, military personnel, initial encounter"
90849	Y36.220D	"War operations involving explosion of guided missile, military personnel, subsequent encounter"
90850	Y36.220S	"War operations involving explosion of guided missile, military personnel, sequela"
90852	Y36.221A	"War operations involving explosion of guided missile, civilian, initial encounter"
90853	Y36.221D	"War operations involving explosion of guided missile, civilian, subsequent encounter"
90854	Y36.221S	"War operations involving explosion of guided missile, civilian, sequela"
90857	Y36.230A	"War operations involving explosion of improvised explosive device [IED], military personnel, initial encounter"
90858	Y36.230D	"War operations involving explosion of improvised explosive device [IED], military personnel, subsequent encounter"
90859	Y36.230S	"War operations involving explosion of improvised explosive device [IED], military personnel, sequela"
90861	Y36.231A	"War operations involving explosion of improvised explosive device [IED], civilian, initial encounter"
90862	Y36.231D	"War operations involving explosion of improvised explosive device [IED], civilian, subsequent encounter"
90863	Y36.231S	"War operations involving explosion of improvised explosive device [IED], civilian, sequela"
90866	Y36.240A	"War operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, military personnel, initial encounter"
90867	Y36.240D	"War operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, military personnel, subsequent encounter"
90868	Y36.240S	"War operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, military personnel, sequela"
90870	Y36.241A	"War operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, civilian, initial encounter"
90871	Y36.241D	"War operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, civilian, subsequent encounter"
90872	Y36.241S	"War operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, civilian, sequela"
90875	Y36.250A	"War operations involving fragments from munitions, military personnel, initial encounter"
90876	Y36.250D	"War operations involving fragments from munitions, military personnel, subsequent encounter"
90877	Y36.250S	"War operations involving fragments from munitions, military personnel, sequela"
90879	Y36.251A	"War operations involving fragments from munitions, civilian, initial encounter"
90880	Y36.251D	"War operations involving fragments from munitions, civilian, subsequent encounter"
90881	Y36.251S	"War operations involving fragments from munitions, civilian, sequela"
90884	Y36.260A	"War operations involving fragments of improvised explosive device [IED], military personnel, initial encounter"
90885	Y36.260D	"War operations involving fragments of improvised explosive device [IED], military personnel, subsequent encounter"
90886	Y36.260S	"War operations involving fragments of improvised explosive device [IED], military personnel, sequela"
90888	Y36.261A	"War operations involving fragments of improvised explosive device [IED], civilian, initial encounter"
90889	Y36.261D	"War operations involving fragments of improvised explosive device [IED], civilian, subsequent encounter"
90890	Y36.261S	"War operations involving fragments of improvised explosive device [IED], civilian, sequela"
90893	Y36.270A	"War operations involving fragments from weapons, military personnel, initial encounter"
90894	Y36.270D	"War operations involving fragments from weapons, military personnel, subsequent encounter"
90895	Y36.270S	"War operations involving fragments from weapons, military personnel, sequela"
90897	Y36.271A	"War operations involving fragments from weapons, civilian, initial encounter"
90898	Y36.271D	"War operations involving fragments from weapons, civilian, subsequent encounter"
90899	Y36.271S	"War operations involving fragments from weapons, civilian, sequela"
90902	Y36.290A	"War operations involving other explosions and fragments, military personnel, initial encounter"
90903	Y36.290D	"War operations involving other explosions and fragments, military personnel, subsequent encounter"
90904	Y36.290S	"War operations involving other explosions and fragments, military personnel, sequela"
90906	Y36.291A	"War operations involving other explosions and fragments, civilian, initial encounter"
90907	Y36.291D	"War operations involving other explosions and fragments, civilian, subsequent encounter"
90908	Y36.291S	"War operations involving other explosions and fragments, civilian, sequela"
90912	Y36.300A	"War operations involving unspecified fire, conflagration and hot substance, military personnel, initial encounter"
90913	Y36.300D	"War operations involving unspecified fire, conflagration and hot substance, military personnel, subsequent encounter"
90914	Y36.300S	"War operations involving unspecified fire, conflagration and hot substance, military personnel, sequela"
90916	Y36.301A	"War operations involving unspecified fire, conflagration and hot substance, civilian, initial encounter"
90917	Y36.301D	"War operations involving unspecified fire, conflagration and hot substance, civilian, subsequent encounter"
90918	Y36.301S	"War operations involving unspecified fire, conflagration and hot substance, civilian, sequela"
90921	Y36.310A	"War operations involving gasoline bomb, military personnel, initial encounter"
90922	Y36.310D	"War operations involving gasoline bomb, military personnel, subsequent encounter"
90923	Y36.310S	"War operations involving gasoline bomb, military personnel, sequela"
90925	Y36.311A	"War operations involving gasoline bomb, civilian, initial encounter"
90926	Y36.311D	"War operations involving gasoline bomb, civilian, subsequent encounter"
90927	Y36.311S	"War operations involving gasoline bomb, civilian, sequela"
90930	Y36.320A	"War operations involving incendiary bullet, military personnel, initial encounter"
90931	Y36.320D	"War operations involving incendiary bullet, military personnel, subsequent encounter"
90932	Y36.320S	"War operations involving incendiary bullet, military personnel, sequela"
90934	Y36.321A	"War operations involving incendiary bullet, civilian, initial encounter"
90935	Y36.321D	"War operations involving incendiary bullet, civilian, subsequent encounter"
90936	Y36.321S	"War operations involving incendiary bullet, civilian, sequela"
90939	Y36.330A	"War operations involving flamethrower, military personnel, initial encounter"
90940	Y36.330D	"War operations involving flamethrower, military personnel, subsequent encounter"
90941	Y36.330S	"War operations involving flamethrower, military personnel, sequela"
90943	Y36.331A	"War operations involving flamethrower, civilian, initial encounter"
90944	Y36.331D	"War operations involving flamethrower, civilian, subsequent encounter"
90945	Y36.331S	"War operations involving flamethrower, civilian, sequela"
90948	Y36.390A	"War operations involving other fires, conflagrations and hot substances, military personnel, initial encounter"
90949	Y36.390D	"War operations involving other fires, conflagrations and hot substances, military personnel, subsequent encounter"
90950	Y36.390S	"War operations involving other fires, conflagrations and hot substances, military personnel, sequela"
90952	Y36.391A	"War operations involving other fires, conflagrations and hot substances, civilian, initial encounter"
90953	Y36.391D	"War operations involving other fires, conflagrations and hot substances, civilian, subsequent encounter"
90954	Y36.391S	"War operations involving other fires, conflagrations and hot substances, civilian, sequela"
90958	Y36.410A	"War operations involving rubber bullets, military personnel, initial encounter"
90959	Y36.410D	"War operations involving rubber bullets, military personnel, subsequent encounter"
90960	Y36.410S	"War operations involving rubber bullets, military personnel, sequela"
90962	Y36.411A	"War operations involving rubber bullets, civilian, initial encounter"
90963	Y36.411D	"War operations involving rubber bullets, civilian, subsequent encounter"
90964	Y36.411S	"War operations involving rubber bullets, civilian, sequela"
90967	Y36.420A	"War operations involving firearms pellets, military personnel, initial encounter"
90968	Y36.420D	"War operations involving firearms pellets, military personnel, subsequent encounter"
90969	Y36.420S	"War operations involving firearms pellets, military personnel, sequela"
90971	Y36.421A	"War operations involving firearms pellets, civilian, initial encounter"
90972	Y36.421D	"War operations involving firearms pellets, civilian, subsequent encounter"
90973	Y36.421S	"War operations involving firearms pellets, civilian, sequela"
90976	Y36.430A	"War operations involving other firearms discharge, military personnel, initial encounter"
90977	Y36.430D	"War operations involving other firearms discharge, military personnel, subsequent encounter"
90978	Y36.430S	"War operations involving other firearms discharge, military personnel, sequela"
90980	Y36.431A	"War operations involving other firearms discharge, civilian, initial encounter"
90981	Y36.431D	"War operations involving other firearms discharge, civilian, subsequent encounter"
90982	Y36.431S	"War operations involving other firearms discharge, civilian, sequela"
90985	Y36.440A	"War operations involving unarmed hand to hand combat, military personnel, initial encounter"
90986	Y36.440D	"War operations involving unarmed hand to hand combat, military personnel, subsequent encounter"
90987	Y36.440S	"War operations involving unarmed hand to hand combat, military personnel, sequela"
90989	Y36.441A	"War operations involving unarmed hand to hand combat, civilian, initial encounter"
90990	Y36.441D	"War operations involving unarmed hand to hand combat, civilian, subsequent encounter"
90991	Y36.441S	"War operations involving unarmed hand to hand combat, civilian, sequela"
90994	Y36.450A	"War operations involving combat using blunt or piercing object, military personnel, initial encounter"
90995	Y36.450D	"War operations involving combat using blunt or piercing object, military personnel, subsequent encounter"
90996	Y36.450S	"War operations involving combat using blunt or piercing object, military personnel, sequela"
90998	Y36.451A	"War operations involving combat using blunt or piercing object, civilian, initial encounter"
90999	Y36.451D	"War operations involving combat using blunt or piercing object, civilian, subsequent encounter"
91000	Y36.451S	"War operations involving combat using blunt or piercing object, civilian, sequela"
91003	Y36.460A	"War operations involving intentional restriction of air and airway, military personnel, initial encounter"
91004	Y36.460D	"War operations involving intentional restriction of air and airway, military personnel, subsequent encounter"
91005	Y36.460S	"War operations involving intentional restriction of air and airway, military personnel, sequela"
91007	Y36.461A	"War operations involving intentional restriction of air and airway, civilian, initial encounter"
91008	Y36.461D	"War operations involving intentional restriction of air and airway, civilian, subsequent encounter"
91009	Y36.461S	"War operations involving intentional restriction of air and airway, civilian, sequela"
91012	Y36.470A	"War operations involving unintentional restriction of air and airway, military personnel, initial encounter"
91013	Y36.470D	"War operations involving unintentional restriction of air and airway, military personnel, subsequent encounter"
91014	Y36.470S	"War operations involving unintentional restriction of air and airway, military personnel, sequela"
91016	Y36.471A	"War operations involving unintentional restriction of air and airway, civilian, initial encounter"
91017	Y36.471D	"War operations involving unintentional restriction of air and airway, civilian, subsequent encounter"
91018	Y36.471S	"War operations involving unintentional restriction of air and airway, civilian, sequela"
91021	Y36.490A	"War operations involving other forms of conventional warfare, military personnel, initial encounter"
91022	Y36.490D	"War operations involving other forms of conventional warfare, military personnel, subsequent encounter"
91023	Y36.490S	"War operations involving other forms of conventional warfare, military personnel, sequela"
91025	Y36.491A	"War operations involving other forms of conventional warfare, civilian, initial encounter"
91026	Y36.491D	"War operations involving other forms of conventional warfare, civilian, subsequent encounter"
91027	Y36.491S	"War operations involving other forms of conventional warfare, civilian, sequela"
91031	Y36.500A	"War operations involving unspecified effect of nuclear weapon, military personnel, initial encounter"
91032	Y36.500D	"War operations involving unspecified effect of nuclear weapon, military personnel, subsequent encounter"
91033	Y36.500S	"War operations involving unspecified effect of nuclear weapon, military personnel, sequela"
91035	Y36.501A	"War operations involving unspecified effect of nuclear weapon, civilian, initial encounter"
91036	Y36.501D	"War operations involving unspecified effect of nuclear weapon, civilian, subsequent encounter"
91037	Y36.501S	"War operations involving unspecified effect of nuclear weapon, civilian, sequela"
91040	Y36.510A	"War operations involving direct blast effect of nuclear weapon, military personnel, initial encounter"
91041	Y36.510D	"War operations involving direct blast effect of nuclear weapon, military personnel, subsequent encounter"
91042	Y36.510S	"War operations involving direct blast effect of nuclear weapon, military personnel, sequela"
91044	Y36.511A	"War operations involving direct blast effect of nuclear weapon, civilian, initial encounter"
91045	Y36.511D	"War operations involving direct blast effect of nuclear weapon, civilian, subsequent encounter"
91046	Y36.511S	"War operations involving direct blast effect of nuclear weapon, civilian, sequela"
91049	Y36.520A	"War operations involving indirect blast effect of nuclear weapon, military personnel, initial encounter"
91050	Y36.520D	"War operations involving indirect blast effect of nuclear weapon, military personnel, subsequent encounter"
91051	Y36.520S	"War operations involving indirect blast effect of nuclear weapon, military personnel, sequela"
91053	Y36.521A	"War operations involving indirect blast effect of nuclear weapon, civilian, initial encounter"
91054	Y36.521D	"War operations involving indirect blast effect of nuclear weapon, civilian, subsequent encounter"
91055	Y36.521S	"War operations involving indirect blast effect of nuclear weapon, civilian, sequela"
91058	Y36.530A	"War operations involving thermal radiation effect of nuclear weapon, military personnel, initial encounter"
91059	Y36.530D	"War operations involving thermal radiation effect of nuclear weapon, military personnel, subsequent encounter"
91060	Y36.530S	"War operations involving thermal radiation effect of nuclear weapon, military personnel, sequela"
91062	Y36.531A	"War operations involving thermal radiation effect of nuclear weapon, civilian, initial encounter"
91063	Y36.531D	"War operations involving thermal radiation effect of nuclear weapon, civilian, subsequent encounter"
91064	Y36.531S	"War operations involving thermal radiation effect of nuclear weapon, civilian, sequela"
91067	Y36.540A	"War operation involving nuclear radiation effects of nuclear weapon, military personnel, initial encounter"
91068	Y36.540D	"War operation involving nuclear radiation effects of nuclear weapon, military personnel, subsequent encounter"
91069	Y36.540S	"War operation involving nuclear radiation effects of nuclear weapon, military personnel, sequela"
91071	Y36.541A	"War operation involving nuclear radiation effects of nuclear weapon, civilian, initial encounter"
91072	Y36.541D	"War operation involving nuclear radiation effects of nuclear weapon, civilian, subsequent encounter"
91073	Y36.541S	"War operation involving nuclear radiation effects of nuclear weapon, civilian, sequela"
91076	Y36.590A	"War operation involving other effects of nuclear weapons, military personnel, initial encounter"
91077	Y36.590D	"War operation involving other effects of nuclear weapons, military personnel, subsequent encounter"
91078	Y36.590S	"War operation involving other effects of nuclear weapons, military personnel, sequela"
91080	Y36.591A	"War operation involving other effects of nuclear weapons, civilian, initial encounter"
91081	Y36.591D	"War operation involving other effects of nuclear weapons, civilian, subsequent encounter"
91082	Y36.591S	"War operation involving other effects of nuclear weapons, civilian, sequela"
91086	Y36.6X0A	"War operations involving biological weapons, military personnel, initial encounter"
91087	Y36.6X0D	"War operations involving biological weapons, military personnel, subsequent encounter"
91088	Y36.6X0S	"War operations involving biological weapons, military personnel, sequela"
91090	Y36.6X1A	"War operations involving biological weapons, civilian, initial encounter"
91091	Y36.6X1D	"War operations involving biological weapons, civilian, subsequent encounter"
91092	Y36.6X1S	"War operations involving biological weapons, civilian, sequela"
91096	Y36.7X0A	"War operations involving chemical weapons and other forms of unconventional warfare, military personnel, initial encounter"
91097	Y36.7X0D	"War operations involving chemical weapons and other forms of unconventional warfare, military personnel, subsequent encounter"
91098	Y36.7X0S	"War operations involving chemical weapons and other forms of unconventional warfare, military personnel, sequela"
91100	Y36.7X1A	"War operations involving chemical weapons and other forms of unconventional warfare, civilian, initial encounter"
91101	Y36.7X1D	"War operations involving chemical weapons and other forms of unconventional warfare, civilian, subsequent encounter"
91102	Y36.7X1S	"War operations involving chemical weapons and other forms of unconventional warfare, civilian, sequela"
91106	Y36.810A	"Explosion of mine placed during war operations but exploding after cessation of hostilities, military personnel, initial encounter"
91107	Y36.810D	"Explosion of mine placed during war operations but exploding after cessation of hostilities, military personnel, subsequent encounter"
91108	Y36.810S	"Explosion of mine placed during war operations but exploding after cessation of hostilities, military personnel, sequela"
91110	Y36.811A	"Explosion of mine placed during war operations but exploding after cessation of hostilities, civilian, initial encounter"
91111	Y36.811D	"Explosion of mine placed during war operations but exploding after cessation of hostilities, civilian, subsequent encounter"
91112	Y36.811S	"Explosion of mine placed during war operations but exploding after cessation of hostilities, civilian, sequela"
91115	Y36.820A	"Explosion of bomb placed during war operations but exploding after cessation of hostilities, military personnel, initial encounter"
91116	Y36.820D	"Explosion of bomb placed during war operations but exploding after cessation of hostilities, military personnel, subsequent encounter"
91117	Y36.820S	"Explosion of bomb placed during war operations but exploding after cessation of hostilities, military personnel, sequela"
91119	Y36.821A	"Explosion of bomb placed during war operations but exploding after cessation of hostilities, civilian, initial encounter"
91120	Y36.821D	"Explosion of bomb placed during war operations but exploding after cessation of hostilities, civilian, subsequent encounter"
91121	Y36.821S	"Explosion of bomb placed during war operations but exploding after cessation of hostilities, civilian, sequela"
91124	Y36.880A	"Other war operations occurring after cessation of hostilities, military personnel, initial encounter"
91125	Y36.880D	"Other war operations occurring after cessation of hostilities, military personnel, subsequent encounter"
91126	Y36.880S	"Other war operations occurring after cessation of hostilities, military personnel, sequela"
91128	Y36.881A	"Other war operations occurring after cessation of hostilities, civilian, initial encounter"
91129	Y36.881D	"Other war operations occurring after cessation of hostilities, civilian, subsequent encounter"
91130	Y36.881S	"Other war operations occurring after cessation of hostilities, civilian, sequela"
91133	Y36.890A	"Unspecified war operations occurring after cessation of hostilities, military personnel, initial encounter"
91134	Y36.890D	"Unspecified war operations occurring after cessation of hostilities, military personnel, subsequent encounter"
91135	Y36.890S	"Unspecified war operations occurring after cessation of hostilities, military personnel, sequela"
91137	Y36.891A	"Unspecified war operations occurring after cessation of hostilities, civilian, initial encounter"
91138	Y36.891D	"Unspecified war operations occurring after cessation of hostilities, civilian, subsequent encounter"
91139	Y36.891S	"Unspecified war operations occurring after cessation of hostilities, civilian, sequela"
91142	Y36.90XA	"War operations, unspecified, initial encounter"
91143	Y36.90XD	"War operations, unspecified, subsequent encounter"
91144	Y36.90XS	"War operations, unspecified, sequela"
91146	Y36.91XA	"War operations involving unspecified weapon of mass destruction [WMD], initial encounter"
91147	Y36.91XD	"War operations involving unspecified weapon of mass destruction [WMD], subsequent encounter"
91148	Y36.91XS	"War operations involving unspecified weapon of mass destruction [WMD], sequela"
91150	Y36.92XA	"War operations involving friendly fire, initial encounter"
91151	Y36.92XD	"War operations involving friendly fire, subsequent encounter"
91152	Y36.92XS	"War operations involving friendly fire, sequela"
91157	Y37.000A	"Military operations involving explosion of unspecified marine weapon, military personnel, initial encounter"
91158	Y37.000D	"Military operations involving explosion of unspecified marine weapon, military personnel, subsequent encounter"
91159	Y37.000S	"Military operations involving explosion of unspecified marine weapon, military personnel, sequela"
91161	Y37.001A	"Military operations involving explosion of unspecified marine weapon, civilian, initial encounter"
91162	Y37.001D	"Military operations involving explosion of unspecified marine weapon, civilian, subsequent encounter"
91163	Y37.001S	"Military operations involving explosion of unspecified marine weapon, civilian, sequela"
91166	Y37.010A	"Military operations involving explosion of depth-charge, military personnel, initial encounter"
91167	Y37.010D	"Military operations involving explosion of depth-charge, military personnel, subsequent encounter"
91168	Y37.010S	"Military operations involving explosion of depth-charge, military personnel, sequela"
91170	Y37.011A	"Military operations involving explosion of depth-charge, civilian, initial encounter"
91171	Y37.011D	"Military operations involving explosion of depth-charge, civilian, subsequent encounter"
91172	Y37.011S	"Military operations involving explosion of depth-charge, civilian, sequela"
91175	Y37.020A	"Military operations involving explosion of marine mine, military personnel, initial encounter"
91176	Y37.020D	"Military operations involving explosion of marine mine, military personnel, subsequent encounter"
91177	Y37.020S	"Military operations involving explosion of marine mine, military personnel, sequela"
91179	Y37.021A	"Military operations involving explosion of marine mine, civilian, initial encounter"
91180	Y37.021D	"Military operations involving explosion of marine mine, civilian, subsequent encounter"
91181	Y37.021S	"Military operations involving explosion of marine mine, civilian, sequela"
91184	Y37.030A	"Military operations involving explosion of sea-based artillery shell, military personnel, initial encounter"
91185	Y37.030D	"Military operations involving explosion of sea-based artillery shell, military personnel, subsequent encounter"
91186	Y37.030S	"Military operations involving explosion of sea-based artillery shell, military personnel, sequela"
91188	Y37.031A	"Military operations involving explosion of sea-based artillery shell, civilian, initial encounter"
91189	Y37.031D	"Military operations involving explosion of sea-based artillery shell, civilian, subsequent encounter"
91190	Y37.031S	"Military operations involving explosion of sea-based artillery shell, civilian, sequela"
91193	Y37.040A	"Military operations involving explosion of torpedo, military personnel, initial encounter"
91194	Y37.040D	"Military operations involving explosion of torpedo, military personnel, subsequent encounter"
91195	Y37.040S	"Military operations involving explosion of torpedo, military personnel, sequela"
91197	Y37.041A	"Military operations involving explosion of torpedo, civilian, initial encounter"
91198	Y37.041D	"Military operations involving explosion of torpedo, civilian, subsequent encounter"
91199	Y37.041S	"Military operations involving explosion of torpedo, civilian, sequela"
91202	Y37.050A	"Military operations involving accidental detonation of onboard marine weapons, military personnel, initial encounter"
91203	Y37.050D	"Military operations involving accidental detonation of onboard marine weapons, military personnel, subsequent encounter"
91204	Y37.050S	"Military operations involving accidental detonation of onboard marine weapons, military personnel, sequela"
91206	Y37.051A	"Military operations involving accidental detonation of onboard marine weapons, civilian, initial encounter"
91207	Y37.051D	"Military operations involving accidental detonation of onboard marine weapons, civilian, subsequent encounter"
91208	Y37.051S	"Military operations involving accidental detonation of onboard marine weapons, civilian, sequela"
91211	Y37.090A	"Military operations involving explosion of other marine weapons, military personnel, initial encounter"
91212	Y37.090D	"Military operations involving explosion of other marine weapons, military personnel, subsequent encounter"
91213	Y37.090S	"Military operations involving explosion of other marine weapons, military personnel, sequela"
91215	Y37.091A	"Military operations involving explosion of other marine weapons, civilian, initial encounter"
91216	Y37.091D	"Military operations involving explosion of other marine weapons, civilian, subsequent encounter"
91217	Y37.091S	"Military operations involving explosion of other marine weapons, civilian, sequela"
91221	Y37.100A	"Military operations involving unspecified destruction of aircraft, military personnel, initial encounter"
91222	Y37.100D	"Military operations involving unspecified destruction of aircraft, military personnel, subsequent encounter"
91223	Y37.100S	"Military operations involving unspecified destruction of aircraft, military personnel, sequela"
91225	Y37.101A	"Military operations involving unspecified destruction of aircraft, civilian, initial encounter"
