Order	POAexemptCode	Description
79440	T83.29XS	"Other mechanical complication of graft of urinary organ, sequela"
79444	T83.31XD	"Breakdown (mechanical) of intrauterine contraceptive device, subsequent encounter"
79445	T83.31XS	"Breakdown (mechanical) of intrauterine contraceptive device, sequela"
79448	T83.32XD	"Displacement of intrauterine contraceptive device, subsequent encounter"
79449	T83.32XS	"Displacement of intrauterine contraceptive device, sequela"
79452	T83.39XD	"Other mechanical complication of intrauterine contraceptive device, subsequent encounter"
79453	T83.39XS	"Other mechanical complication of intrauterine contraceptive device, sequela"
79458	T83.410D	"Breakdown (mechanical) of penile (implanted) prosthesis, subsequent encounter"
79459	T83.410S	"Breakdown (mechanical) of penile (implanted) prosthesis, sequela"
79462	T83.418D	"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract, subsequent encounter"
79463	T83.418S	"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract, sequela"
79467	T83.420D	"Displacement of penile (implanted) prosthesis, subsequent encounter"
79468	T83.420S	"Displacement of penile (implanted) prosthesis, sequela"
79471	T83.428D	"Displacement of other prosthetic devices, implants and grafts of genital tract, subsequent encounter"
79472	T83.428S	"Displacement of other prosthetic devices, implants and grafts of genital tract, sequela"
79476	T83.490D	"Other mechanical complication of penile (implanted) prosthesis, subsequent encounter"
79477	T83.490S	"Other mechanical complication of penile (implanted) prosthesis, sequela"
79480	T83.498D	"Other mechanical complication of other prosthetic devices, implants and grafts of genital tract, subsequent encounter"
79481	T83.498S	"Other mechanical complication of other prosthetic devices, implants and grafts of genital tract, sequela"
79485	T83.51XD	"Infection and inflammatory reaction due to indwelling urinary catheter, subsequent encounter"
79486	T83.51XS	"Infection and inflammatory reaction due to indwelling urinary catheter, sequela"
79489	T83.59XD	"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system, subsequent encounter"
79490	T83.59XS	"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system, sequela"
79493	T83.6XXD	"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract, subsequent encounter"
79494	T83.6XXS	"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract, sequela"
79499	T83.711D	"Erosion of implanted vaginal mesh and other prosthetic materials to surrounding organ or tissue, subsequent encounter"
79500	T83.711S	"Erosion of implanted vaginal mesh and other prosthetic materials to surrounding organ or tissue, sequela"
79503	T83.718D	"Erosion of other implanted mesh and other prosthetic materials to surrounding organ or tissue, subsequent encounter"
79504	T83.718S	"Erosion of other implanted mesh and other prosthetic materials to surrounding organ or tissue, sequela"
79508	T83.721D	"Exposure of implanted vaginal mesh and other prosthetic materials into vagina, subsequent encounter"
79509	T83.721S	"Exposure of implanted vaginal mesh and other prosthetic materials into vagina, sequela"
79512	T83.728D	"Exposure of other implanted mesh and other prosthetic materials to surrounding organ or tissue, subsequent encounter"
79513	T83.728S	"Exposure of other implanted mesh and other prosthetic materials to surrounding organ or tissue, sequela"
79517	T83.81XD	"Embolism of genitourinary prosthetic devices, implants and grafts, subsequent encounter"
79518	T83.81XS	"Embolism of genitourinary prosthetic devices, implants and grafts, sequela"
79521	T83.82XD	"Fibrosis of genitourinary prosthetic devices, implants and grafts, subsequent encounter"
79522	T83.82XS	"Fibrosis of genitourinary prosthetic devices, implants and grafts, sequela"
79525	T83.83XD	"Hemorrhage of genitourinary prosthetic devices, implants and grafts, subsequent encounter"
79526	T83.83XS	"Hemorrhage of genitourinary prosthetic devices, implants and grafts, sequela"
79529	T83.84XD	"Pain from genitourinary prosthetic devices, implants and grafts, subsequent encounter"
79530	T83.84XS	"Pain from genitourinary prosthetic devices, implants and grafts, sequela"
79533	T83.85XD	"Stenosis of genitourinary prosthetic devices, implants and grafts, subsequent encounter"
79534	T83.85XS	"Stenosis of genitourinary prosthetic devices, implants and grafts, sequela"
79537	T83.86XD	"Thrombosis of genitourinary prosthetic devices, implants and grafts, subsequent encounter"
79538	T83.86XS	"Thrombosis of genitourinary prosthetic devices, implants and grafts, sequela"
79541	T83.89XD	"Other specified complication of genitourinary prosthetic devices, implants and grafts, subsequent encounter"
79542	T83.89XS	"Other specified complication of genitourinary prosthetic devices, implants and grafts, sequela"
79545	T83.9XXD	"Unspecified complication of genitourinary prosthetic device, implant and graft, subsequent encounter"
79546	T83.9XXS	"Unspecified complication of genitourinary prosthetic device, implant and graft, sequela"
79552	T84.010D	"Broken internal right hip prosthesis, subsequent encounter"
79553	T84.010S	"Broken internal right hip prosthesis, sequela"
79556	T84.011D	"Broken internal left hip prosthesis, subsequent encounter"
79557	T84.011S	"Broken internal left hip prosthesis, sequela"
79560	T84.012D	"Broken internal right knee prosthesis, subsequent encounter"
79561	T84.012S	"Broken internal right knee prosthesis, sequela"
79564	T84.013D	"Broken internal left knee prosthesis, subsequent encounter"
79565	T84.013S	"Broken internal left knee prosthesis, sequela"
79568	T84.018D	"Broken internal joint prosthesis, other site, subsequent encounter"
79569	T84.018S	"Broken internal joint prosthesis, other site, sequela"
79572	T84.019D	"Broken internal joint prosthesis, unspecified site, subsequent encounter"
79573	T84.019S	"Broken internal joint prosthesis, unspecified site, sequela"
79577	T84.020D	"Dislocation of internal right hip prosthesis, subsequent encounter"
79578	T84.020S	"Dislocation of internal right hip prosthesis, sequela"
79581	T84.021D	"Dislocation of internal left hip prosthesis, subsequent encounter"
79582	T84.021S	"Dislocation of internal left hip prosthesis, sequela"
79585	T84.022D	"Instability of internal right knee prosthesis, subsequent encounter"
79586	T84.022S	"Instability of internal right knee prosthesis, sequela"
79589	T84.023D	"Instability of internal left knee prosthesis, subsequent encounter"
79590	T84.023S	"Instability of internal left knee prosthesis, sequela"
79593	T84.028D	"Dislocation of other internal joint prosthesis, subsequent encounter"
79594	T84.028S	"Dislocation of other internal joint prosthesis, sequela"
79597	T84.029D	"Dislocation of unspecified internal joint prosthesis, subsequent encounter"
79598	T84.029S	"Dislocation of unspecified internal joint prosthesis, sequela"
79602	T84.030D	"Mechanical loosening of internal right hip prosthetic joint, subsequent encounter"
79603	T84.030S	"Mechanical loosening of internal right hip prosthetic joint, sequela"
79606	T84.031D	"Mechanical loosening of internal left hip prosthetic joint, subsequent encounter"
79607	T84.031S	"Mechanical loosening of internal left hip prosthetic joint, sequela"
79610	T84.032D	"Mechanical loosening of internal right knee prosthetic joint, subsequent encounter"
79611	T84.032S	"Mechanical loosening of internal right knee prosthetic joint, sequela"
79614	T84.033D	"Mechanical loosening of internal left knee prosthetic joint, subsequent encounter"
79615	T84.033S	"Mechanical loosening of internal left knee prosthetic joint, sequela"
79618	T84.038D	"Mechanical loosening of other internal prosthetic joint, subsequent encounter"
79619	T84.038S	"Mechanical loosening of other internal prosthetic joint, sequela"
79622	T84.039D	"Mechanical loosening of unspecified internal prosthetic joint, subsequent encounter"
79623	T84.039S	"Mechanical loosening of unspecified internal prosthetic joint, sequela"
79627	T84.040D	"Periprosthetic fracture around internal prosthetic right hip joint, subsequent encounter"
79628	T84.040S	"Periprosthetic fracture around internal prosthetic right hip joint, sequela"
79631	T84.041D	"Periprosthetic fracture around internal prosthetic left hip joint, subsequent encounter"
79632	T84.041S	"Periprosthetic fracture around internal prosthetic left hip joint, sequela"
79635	T84.042D	"Periprosthetic fracture around internal prosthetic right knee joint, subsequent encounter"
79636	T84.042S	"Periprosthetic fracture around internal prosthetic right knee joint, sequela"
79639	T84.043D	"Periprosthetic fracture around internal prosthetic left knee joint, subsequent encounter"
79640	T84.043S	"Periprosthetic fracture around internal prosthetic left knee joint, sequela"
79643	T84.048D	"Periprosthetic fracture around other internal prosthetic joint, subsequent encounter"
79644	T84.048S	"Periprosthetic fracture around other internal prosthetic joint, sequela"
79647	T84.049D	"Periprosthetic fracture around unspecified internal prosthetic joint, subsequent encounter"
79648	T84.049S	"Periprosthetic fracture around unspecified internal prosthetic joint, sequela"
79652	T84.050D	"Periprosthetic osteolysis of internal prosthetic right hip joint, subsequent encounter"
79653	T84.050S	"Periprosthetic osteolysis of internal prosthetic right hip joint, sequela"
79656	T84.051D	"Periprosthetic osteolysis of internal prosthetic left hip joint, subsequent encounter"
79657	T84.051S	"Periprosthetic osteolysis of internal prosthetic left hip joint, sequela"
79660	T84.052D	"Periprosthetic osteolysis of internal prosthetic right knee joint, subsequent encounter"
79661	T84.052S	"Periprosthetic osteolysis of internal prosthetic right knee joint, sequela"
79664	T84.053D	"Periprosthetic osteolysis of internal prosthetic left knee joint, subsequent encounter"
79665	T84.053S	"Periprosthetic osteolysis of internal prosthetic left knee joint, sequela"
79668	T84.058D	"Periprosthetic osteolysis of other internal prosthetic joint, subsequent encounter"
79669	T84.058S	"Periprosthetic osteolysis of other internal prosthetic joint, sequela"
79672	T84.059D	"Periprosthetic osteolysis of unspecified internal prosthetic joint, subsequent encounter"
79673	T84.059S	"Periprosthetic osteolysis of unspecified internal prosthetic joint, sequela"
79677	T84.060D	"Wear of articular bearing surface of internal prosthetic right hip joint, subsequent encounter"
79678	T84.060S	"Wear of articular bearing surface of internal prosthetic right hip joint, sequela"
79681	T84.061D	"Wear of articular bearing surface of internal prosthetic left hip joint, subsequent encounter"
79682	T84.061S	"Wear of articular bearing surface of internal prosthetic left hip joint, sequela"
79685	T84.062D	"Wear of articular bearing surface of internal prosthetic right knee joint, subsequent encounter"
79686	T84.062S	"Wear of articular bearing surface of internal prosthetic right knee joint, sequela"
79689	T84.063D	"Wear of articular bearing surface of internal prosthetic left knee joint, subsequent encounter"
79690	T84.063S	"Wear of articular bearing surface of internal prosthetic left knee joint, sequela"
79693	T84.068D	"Wear of articular bearing surface of other internal prosthetic joint, subsequent encounter"
79694	T84.068S	"Wear of articular bearing surface of other internal prosthetic joint, sequela"
79697	T84.069D	"Wear of articular bearing surface of unspecified internal prosthetic joint, subsequent encounter"
79698	T84.069S	"Wear of articular bearing surface of unspecified internal prosthetic joint, sequela"
79702	T84.090D	"Other mechanical complication of internal right hip prosthesis, subsequent encounter"
79703	T84.090S	"Other mechanical complication of internal right hip prosthesis, sequela"
79706	T84.091D	"Other mechanical complication of internal left hip prosthesis, subsequent encounter"
79707	T84.091S	"Other mechanical complication of internal left hip prosthesis, sequela"
79710	T84.092D	"Other mechanical complication of internal right knee prosthesis, subsequent encounter"
79711	T84.092S	"Other mechanical complication of internal right knee prosthesis, sequela"
79714	T84.093D	"Other mechanical complication of internal left knee prosthesis, subsequent encounter"
79715	T84.093S	"Other mechanical complication of internal left knee prosthesis, sequela"
79718	T84.098D	"Other mechanical complication of other internal joint prosthesis, subsequent encounter"
79719	T84.098S	"Other mechanical complication of other internal joint prosthesis, sequela"
79722	T84.099D	"Other mechanical complication of unspecified internal joint prosthesis, subsequent encounter"
79723	T84.099S	"Other mechanical complication of unspecified internal joint prosthesis, sequela"
79728	T84.110D	"Breakdown (mechanical) of internal fixation device of right humerus, subsequent encounter"
79729	T84.110S	"Breakdown (mechanical) of internal fixation device of right humerus, sequela"
79732	T84.111D	"Breakdown (mechanical) of internal fixation device of left humerus, subsequent encounter"
79733	T84.111S	"Breakdown (mechanical) of internal fixation device of left humerus, sequela"
79736	T84.112D	"Breakdown (mechanical) of internal fixation device of bone of right forearm, subsequent encounter"
79737	T84.112S	"Breakdown (mechanical) of internal fixation device of bone of right forearm, sequela"
79740	T84.113D	"Breakdown (mechanical) of internal fixation device of bone of left forearm, subsequent encounter"
79741	T84.113S	"Breakdown (mechanical) of internal fixation device of bone of left forearm, sequela"
79744	T84.114D	"Breakdown (mechanical) of internal fixation device of right femur, subsequent encounter"
79745	T84.114S	"Breakdown (mechanical) of internal fixation device of right femur, sequela"
79748	T84.115D	"Breakdown (mechanical) of internal fixation device of left femur, subsequent encounter"
79749	T84.115S	"Breakdown (mechanical) of internal fixation device of left femur, sequela"
79752	T84.116D	"Breakdown (mechanical) of internal fixation device of bone of right lower leg, subsequent encounter"
79753	T84.116S	"Breakdown (mechanical) of internal fixation device of bone of right lower leg, sequela"
79756	T84.117D	"Breakdown (mechanical) of internal fixation device of bone of left lower leg, subsequent encounter"
79757	T84.117S	"Breakdown (mechanical) of internal fixation device of bone of left lower leg, sequela"
79760	T84.119D	"Breakdown (mechanical) of internal fixation device of unspecified bone of limb, subsequent encounter"
79761	T84.119S	"Breakdown (mechanical) of internal fixation device of unspecified bone of limb, sequela"
79765	T84.120D	"Displacement of internal fixation device of right humerus, subsequent encounter"
79766	T84.120S	"Displacement of internal fixation device of right humerus, sequela"
79769	T84.121D	"Displacement of internal fixation device of left humerus, subsequent encounter"
79770	T84.121S	"Displacement of internal fixation device of left humerus, sequela"
79773	T84.122D	"Displacement of internal fixation device of bone of right forearm, subsequent encounter"
79774	T84.122S	"Displacement of internal fixation device of bone of right forearm, sequela"
79777	T84.123D	"Displacement of internal fixation device of bone of left forearm, subsequent encounter"
79778	T84.123S	"Displacement of internal fixation device of bone of left forearm, sequela"
79781	T84.124D	"Displacement of internal fixation device of right femur, subsequent encounter"
79782	T84.124S	"Displacement of internal fixation device of right femur, sequela"
79785	T84.125D	"Displacement of internal fixation device of left femur, subsequent encounter"
79786	T84.125S	"Displacement of internal fixation device of left femur, sequela"
79789	T84.126D	"Displacement of internal fixation device of bone of right lower leg, subsequent encounter"
79790	T84.126S	"Displacement of internal fixation device of bone of right lower leg, sequela"
79793	T84.127D	"Displacement of internal fixation device of bone of left lower leg, subsequent encounter"
79794	T84.127S	"Displacement of internal fixation device of bone of left lower leg, sequela"
79797	T84.129D	"Displacement of internal fixation device of unspecified bone of limb, subsequent encounter"
79798	T84.129S	"Displacement of internal fixation device of unspecified bone of limb, sequela"
79802	T84.190D	"Other mechanical complication of internal fixation device of right humerus, subsequent encounter"
79803	T84.190S	"Other mechanical complication of internal fixation device of right humerus, sequela"
79806	T84.191D	"Other mechanical complication of internal fixation device of left humerus, subsequent encounter"
79807	T84.191S	"Other mechanical complication of internal fixation device of left humerus, sequela"
79810	T84.192D	"Other mechanical complication of internal fixation device of bone of right forearm, subsequent encounter"
79811	T84.192S	"Other mechanical complication of internal fixation device of bone of right forearm, sequela"
79814	T84.193D	"Other mechanical complication of internal fixation device of bone of left forearm, subsequent encounter"
79815	T84.193S	"Other mechanical complication of internal fixation device of bone of left forearm, sequela"
79818	T84.194D	"Other mechanical complication of internal fixation device of right femur, subsequent encounter"
79819	T84.194S	"Other mechanical complication of internal fixation device of right femur, sequela"
79822	T84.195D	"Other mechanical complication of internal fixation device of left femur, subsequent encounter"
79823	T84.195S	"Other mechanical complication of internal fixation device of left femur, sequela"
79826	T84.196D	"Other mechanical complication of internal fixation device of bone of right lower leg, subsequent encounter"
79827	T84.196S	"Other mechanical complication of internal fixation device of bone of right lower leg, sequela"
79830	T84.197D	"Other mechanical complication of internal fixation device of bone of left lower leg, subsequent encounter"
79831	T84.197S	"Other mechanical complication of internal fixation device of bone of left lower leg, sequela"
79834	T84.199D	"Other mechanical complication of internal fixation device of unspecified bone of limb, subsequent encounter"
79835	T84.199S	"Other mechanical complication of internal fixation device of unspecified bone of limb, sequela"
79840	T84.210D	"Breakdown (mechanical) of internal fixation device of bones of hand and fingers, subsequent encounter"
79841	T84.210S	"Breakdown (mechanical) of internal fixation device of bones of hand and fingers, sequela"
79844	T84.213D	"Breakdown (mechanical) of internal fixation device of bones of foot and toes, subsequent encounter"
79845	T84.213S	"Breakdown (mechanical) of internal fixation device of bones of foot and toes, sequela"
79848	T84.216D	"Breakdown (mechanical) of internal fixation device of vertebrae, subsequent encounter"
79849	T84.216S	"Breakdown (mechanical) of internal fixation device of vertebrae, sequela"
79852	T84.218D	"Breakdown (mechanical) of internal fixation device of other bones, subsequent encounter"
79853	T84.218S	"Breakdown (mechanical) of internal fixation device of other bones, sequela"
79857	T84.220D	"Displacement of internal fixation device of bones of hand and fingers, subsequent encounter"
79858	T84.220S	"Displacement of internal fixation device of bones of hand and fingers, sequela"
79861	T84.223D	"Displacement of internal fixation device of bones of foot and toes, subsequent encounter"
79862	T84.223S	"Displacement of internal fixation device of bones of foot and toes, sequela"
79865	T84.226D	"Displacement of internal fixation device of vertebrae, subsequent encounter"
79866	T84.226S	"Displacement of internal fixation device of vertebrae, sequela"
79869	T84.228D	"Displacement of internal fixation device of other bones, subsequent encounter"
79870	T84.228S	"Displacement of internal fixation device of other bones, sequela"
79874	T84.290D	"Other mechanical complication of internal fixation device of bones of hand and fingers, subsequent encounter"
79875	T84.290S	"Other mechanical complication of internal fixation device of bones of hand and fingers, sequela"
79878	T84.293D	"Other mechanical complication of internal fixation device of bones of foot and toes, subsequent encounter"
79879	T84.293S	"Other mechanical complication of internal fixation device of bones of foot and toes, sequela"
79882	T84.296D	"Other mechanical complication of internal fixation device of vertebrae, subsequent encounter"
79883	T84.296S	"Other mechanical complication of internal fixation device of vertebrae, sequela"
79886	T84.298D	"Other mechanical complication of internal fixation device of other bones, subsequent encounter"
79887	T84.298S	"Other mechanical complication of internal fixation device of other bones, sequela"
79892	T84.310D	"Breakdown (mechanical) of electronic bone stimulator, subsequent encounter"
79893	T84.310S	"Breakdown (mechanical) of electronic bone stimulator, sequela"
79896	T84.318D	"Breakdown (mechanical) of other bone devices, implants and grafts, subsequent encounter"
79897	T84.318S	"Breakdown (mechanical) of other bone devices, implants and grafts, sequela"
79901	T84.320D	"Displacement of electronic bone stimulator, subsequent encounter"
79902	T84.320S	"Displacement of electronic bone stimulator, sequela"
79905	T84.328D	"Displacement of other bone devices, implants and grafts, subsequent encounter"
79906	T84.328S	"Displacement of other bone devices, implants and grafts, sequela"
79910	T84.390D	"Other mechanical complication of electronic bone stimulator, subsequent encounter"
79911	T84.390S	"Other mechanical complication of electronic bone stimulator, sequela"
79914	T84.398D	"Other mechanical complication of other bone devices, implants and grafts, subsequent encounter"
79915	T84.398S	"Other mechanical complication of other bone devices, implants and grafts, sequela"
79920	T84.410D	"Breakdown (mechanical) of muscle and tendon graft, subsequent encounter"
79921	T84.410S	"Breakdown (mechanical) of muscle and tendon graft, sequela"
79924	T84.418D	"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts, subsequent encounter"
79925	T84.418S	"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts, sequela"
79929	T84.420D	"Displacement of muscle and tendon graft, subsequent encounter"
79930	T84.420S	"Displacement of muscle and tendon graft, sequela"
79933	T84.428D	"Displacement of other internal orthopedic devices, implants and grafts, subsequent encounter"
79934	T84.428S	"Displacement of other internal orthopedic devices, implants and grafts, sequela"
79938	T84.490D	"Other mechanical complication of muscle and tendon graft, subsequent encounter"
79939	T84.490S	"Other mechanical complication of muscle and tendon graft, sequela"
79942	T84.498D	"Other mechanical complication of other internal orthopedic devices, implants and grafts, subsequent encounter"
79943	T84.498S	"Other mechanical complication of other internal orthopedic devices, implants and grafts, sequela"
79947	T84.50XD	"Infection and inflammatory reaction due to unspecified internal joint prosthesis, subsequent encounter"
79948	T84.50XS	"Infection and inflammatory reaction due to unspecified internal joint prosthesis, sequela"
79951	T84.51XD	"Infection and inflammatory reaction due to internal right hip prosthesis, subsequent encounter"
79952	T84.51XS	"Infection and inflammatory reaction due to internal right hip prosthesis, sequela"
79955	T84.52XD	"Infection and inflammatory reaction due to internal left hip prosthesis, subsequent encounter"
79956	T84.52XS	"Infection and inflammatory reaction due to internal left hip prosthesis, sequela"
79959	T84.53XD	"Infection and inflammatory reaction due to internal right knee prosthesis, subsequent encounter"
79960	T84.53XS	"Infection and inflammatory reaction due to internal right knee prosthesis, sequela"
79963	T84.54XD	"Infection and inflammatory reaction due to internal left knee prosthesis, subsequent encounter"
79964	T84.54XS	"Infection and inflammatory reaction due to internal left knee prosthesis, sequela"
79967	T84.59XD	"Infection and inflammatory reaction due to other internal joint prosthesis, subsequent encounter"
79968	T84.59XS	"Infection and inflammatory reaction due to other internal joint prosthesis, sequela"
79972	T84.60XD	"Infection and inflammatory reaction due to internal fixation device of unspecified site, subsequent encounter"
79973	T84.60XS	"Infection and inflammatory reaction due to internal fixation device of unspecified site, sequela"
79977	T84.610D	"Infection and inflammatory reaction due to internal fixation device of right humerus, subsequent encounter"
79978	T84.610S	"Infection and inflammatory reaction due to internal fixation device of right humerus, sequela"
79981	T84.611D	"Infection and inflammatory reaction due to internal fixation device of left humerus, subsequent encounter"
79982	T84.611S	"Infection and inflammatory reaction due to internal fixation device of left humerus, sequela"
79985	T84.612D	"Infection and inflammatory reaction due to internal fixation device of right radius, subsequent encounter"
79986	T84.612S	"Infection and inflammatory reaction due to internal fixation device of right radius, sequela"
79989	T84.613D	"Infection and inflammatory reaction due to internal fixation device of left radius, subsequent encounter"
79990	T84.613S	"Infection and inflammatory reaction due to internal fixation device of left radius, sequela"
79993	T84.614D	"Infection and inflammatory reaction due to internal fixation device of right ulna, subsequent encounter"
79994	T84.614S	"Infection and inflammatory reaction due to internal fixation device of right ulna, sequela"
79997	T84.615D	"Infection and inflammatory reaction due to internal fixation device of left ulna, subsequent encounter"
79998	T84.615S	"Infection and inflammatory reaction due to internal fixation device of left ulna, sequela"
80001	T84.619D	"Infection and inflammatory reaction due to internal fixation device of unspecified bone of arm, subsequent encounter"
80002	T84.619S	"Infection and inflammatory reaction due to internal fixation device of unspecified bone of arm, sequela"
80006	T84.620D	"Infection and inflammatory reaction due to internal fixation device of right femur, subsequent encounter"
80007	T84.620S	"Infection and inflammatory reaction due to internal fixation device of right femur, sequela"
80010	T84.621D	"Infection and inflammatory reaction due to internal fixation device of left femur, subsequent encounter"
80011	T84.621S	"Infection and inflammatory reaction due to internal fixation device of left femur, sequela"
80014	T84.622D	"Infection and inflammatory reaction due to internal fixation device of right tibia, subsequent encounter"
80015	T84.622S	"Infection and inflammatory reaction due to internal fixation device of right tibia, sequela"
80018	T84.623D	"Infection and inflammatory reaction due to internal fixation device of left tibia, subsequent encounter"
80019	T84.623S	"Infection and inflammatory reaction due to internal fixation device of left tibia, sequela"
80022	T84.624D	"Infection and inflammatory reaction due to internal fixation device of right fibula, subsequent encounter"
80023	T84.624S	"Infection and inflammatory reaction due to internal fixation device of right fibula, sequela"
80026	T84.625D	"Infection and inflammatory reaction due to internal fixation device of left fibula, subsequent encounter"
80027	T84.625S	"Infection and inflammatory reaction due to internal fixation device of left fibula, sequela"
80030	T84.629D	"Infection and inflammatory reaction due to internal fixation device of unspecified bone of leg, subsequent encounter"
80031	T84.629S	"Infection and inflammatory reaction due to internal fixation device of unspecified bone of leg, sequela"
80034	T84.63XD	"Infection and inflammatory reaction due to internal fixation device of spine, subsequent encounter"
80035	T84.63XS	"Infection and inflammatory reaction due to internal fixation device of spine, sequela"
80038	T84.69XD	"Infection and inflammatory reaction due to internal fixation device of other site, subsequent encounter"
80039	T84.69XS	"Infection and inflammatory reaction due to internal fixation device of other site, sequela"
80042	T84.7XXD	"Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts, subsequent encounter"
80043	T84.7XXS	"Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts, sequela"
80047	T84.81XD	"Embolism due to internal orthopedic prosthetic devices, implants and grafts, subsequent encounter"
80048	T84.81XS	"Embolism due to internal orthopedic prosthetic devices, implants and grafts, sequela"
80051	T84.82XD	"Fibrosis due to internal orthopedic prosthetic devices, implants and grafts, subsequent encounter"
80052	T84.82XS	"Fibrosis due to internal orthopedic prosthetic devices, implants and grafts, sequela"
80055	T84.83XD	"Hemorrhage due to internal orthopedic prosthetic devices, implants and grafts, subsequent encounter"
80056	T84.83XS	"Hemorrhage due to internal orthopedic prosthetic devices, implants and grafts, sequela"
80059	T84.84XD	"Pain due to internal orthopedic prosthetic devices, implants and grafts, subsequent encounter"
80060	T84.84XS	"Pain due to internal orthopedic prosthetic devices, implants and grafts, sequela"
80063	T84.85XD	"Stenosis due to internal orthopedic prosthetic devices, implants and grafts, subsequent encounter"
80064	T84.85XS	"Stenosis due to internal orthopedic prosthetic devices, implants and grafts, sequela"
80067	T84.86XD	"Thrombosis due to internal orthopedic prosthetic devices, implants and grafts, subsequent encounter"
80068	T84.86XS	"Thrombosis due to internal orthopedic prosthetic devices, implants and grafts, sequela"
80071	T84.89XD	"Other specified complication of internal orthopedic prosthetic devices, implants and grafts, subsequent encounter"
80072	T84.89XS	"Other specified complication of internal orthopedic prosthetic devices, implants and grafts, sequela"
80075	T84.9XXD	"Unspecified complication of internal orthopedic prosthetic device, implant and graft, subsequent encounter"
80076	T84.9XXS	"Unspecified complication of internal orthopedic prosthetic device, implant and graft, sequela"
80081	T85.01XD	"Breakdown (mechanical) of ventricular intracranial (communicating) shunt, subsequent encounter"
80082	T85.01XS	"Breakdown (mechanical) of ventricular intracranial (communicating) shunt, sequela"
80085	T85.02XD	"Displacement of ventricular intracranial (communicating) shunt, subsequent encounter"
80086	T85.02XS	"Displacement of ventricular intracranial (communicating) shunt, sequela"
80089	T85.03XD	"Leakage of ventricular intracranial (communicating) shunt, subsequent encounter"
80090	T85.03XS	"Leakage of ventricular intracranial (communicating) shunt, sequela"
80093	T85.09XD	"Other mechanical complication of ventricular intracranial (communicating) shunt, subsequent encounter"
80094	T85.09XS	"Other mechanical complication of ventricular intracranial (communicating) shunt, sequela"
80099	T85.110D	"Breakdown (mechanical) of implanted electronic neurostimulator (electrode) of brain, subsequent encounter"
80100	T85.110S	"Breakdown (mechanical) of implanted electronic neurostimulator (electrode) of brain, sequela"
80103	T85.111D	"Breakdown (mechanical) of implanted electronic neurostimulator (electrode) of peripheral nerve, subsequent encounter"
80104	T85.111S	"Breakdown (mechanical) of implanted electronic neurostimulator (electrode) of peripheral nerve, sequela"
80107	T85.112D	"Breakdown (mechanical) of implanted electronic neurostimulator (electrode) of spinal cord, subsequent encounter"
80108	T85.112S	"Breakdown (mechanical) of implanted electronic neurostimulator (electrode) of spinal cord, sequela"
80111	T85.118D	"Breakdown (mechanical) of other implanted electronic stimulator of nervous system, subsequent encounter"
80112	T85.118S	"Breakdown (mechanical) of other implanted electronic stimulator of nervous system, sequela"
80116	T85.120D	"Displacement of implanted electronic neurostimulator (electrode) of brain, subsequent encounter"
80117	T85.120S	"Displacement of implanted electronic neurostimulator (electrode) of brain, sequela"
80120	T85.121D	"Displacement of implanted electronic neurostimulator (electrode) of peripheral nerve, subsequent encounter"
80121	T85.121S	"Displacement of implanted electronic neurostimulator (electrode) of peripheral nerve, sequela"
80124	T85.122D	"Displacement of implanted electronic neurostimulator (electrode) of spinal cord, subsequent encounter"
80125	T85.122S	"Displacement of implanted electronic neurostimulator (electrode) of spinal cord, sequela"
80128	T85.128D	"Displacement of other implanted electronic stimulator of nervous system, subsequent encounter"
80129	T85.128S	"Displacement of other implanted electronic stimulator of nervous system, sequela"
80133	T85.190D	"Other mechanical complication of implanted electronic neurostimulator (electrode) of brain, subsequent encounter"
80134	T85.190S	"Other mechanical complication of implanted electronic neurostimulator (electrode) of brain, sequela"
80137	T85.191D	"Other mechanical complication of implanted electronic neurostimulator (electrode) of peripheral nerve, subsequent encounter"
80138	T85.191S	"Other mechanical complication of implanted electronic neurostimulator (electrode) of peripheral nerve, sequela"
80141	T85.192D	"Other mechanical complication of implanted electronic neurostimulator (electrode) of spinal cord, subsequent encounter"
80142	T85.192S	"Other mechanical complication of implanted electronic neurostimulator (electrode) of spinal cord, sequela"
80145	T85.199D	"Other mechanical complication of other implanted electronic stimulator of nervous system, subsequent encounter"
80146	T85.199S	"Other mechanical complication of other implanted electronic stimulator of nervous system, sequela"
80150	T85.21XD	"Breakdown (mechanical) of intraocular lens, subsequent encounter"
80151	T85.21XS	"Breakdown (mechanical) of intraocular lens, sequela"
80154	T85.22XD	"Displacement of intraocular lens, subsequent encounter"
80155	T85.22XS	"Displacement of intraocular lens, sequela"
80158	T85.29XD	"Other mechanical complication of intraocular lens, subsequent encounter"
80159	T85.29XS	"Other mechanical complication of intraocular lens, sequela"
